Order_ID,Date,Status,Fulfilment,Sales_Channel,ship-service-level,Style,SKU,Category,Size,ASIN,Courier_Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by
171-4963841-4012364,2022-06-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET254,SET254-KR-NP-XXXL,Set,3XL,B0983FJZP6,Shipped,1,USD,9.745999999999999,FARIDABAD,HARYANA,121009,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-YV4X6QSRBRG62,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ILWGDKTQOJRNA,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
406-1889420-4507547,2022-06-16,Cancelled,Amazon,Amazon.in,Expedited,J0006,J0006-SET-XS,Ethnic Dress,XS,B08B3Z4J34,Cancelled,0,USD,6.6659999999999995,NEW DELHI,DELHI,110003,IN,No-Promo,False,Others
405-0315358-0597924,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3822,JNE3822-KR-XL,kurta,XL,B09LTYN4SC,Shipped,1,USD,4.795999999999999,KOLKATA,WEST BENGAL,700075,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
403-5907753-8010735,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE1525,JNE1525-KR-UDF19BLACK-XXL,kurta,XXL,B01N29JK0G,Shipped,1,USD,3.311,Cuddalore/Pondy road,PUDUCHERRY,605007,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
171-3161296-8194730,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,PJNE3252,PJNE3252-KR-N-4XL,kurta,4XL,B09LD3CHKT,Shipped,1,USD,10.174999999999999,CHENNAI,TAMIL NADU,600040,IN,No-Promo,False,Others
171-0436547-0961152,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3635,JNE3635-KR-M,kurta,M,B08XVR446F,Shipped,1,USD,3.63,BHAVANI,TAMIL NADU,638301,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-5142110-9697165,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3371,JNE3371-KR-XL,kurta,XL,B07WV4JV4D,Shipped,1,USD,3.4979999999999998,JAIPUR,RAJASTHAN,302018,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-2653221-4814745,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,MEN5006,MEN5006-KR-XL,kurta,XL,B08YZ2ZXT4,Shipped,1,USD,7.3149999999999995,KOLKATA,WEST BENGAL,700079,IN,No-Promo,False,Others
405-7590182-6090764,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,USD,7.303999999999999,Haldwani,UTTARAKHAND,263139,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
407-9854956-8206751,2022-06-16,Cancelled,Amazon,Amazon.in,Expedited,J0245,J0245-SKD-M,Set,M,B0925T5PZK,Cancelled,0,USD,6.6659999999999995,KOTTAYAM,KERALA,686001,IN,No-Promo,False,Others
408-6790253-0360316,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3619,JNE3619-KR-XL,kurta,XL,B091Q8YDPP,Shipped,1,USD,3.311,HYDERABAD,TELANGANA,500094,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-6790253-0360316,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3396,JNE3396-KR-XL,kurta,XL,B083ZZGZBV,Shipped,1,USD,5.037999999999999,HYDERABAD,TELANGANA,500094,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-2721919-7205913,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,J0082,J0082-TP-XL,Top,XL,B092D2DFD6,Shipped,1,USD,3.96,JABALPUR,MADHYA PRADESH,482001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-8786831-2352302,2022-06-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XS,Set,XS,B099NJKQP6,Shipped,1,USD,6.5889999999999995,SHIVAMOGGA,KARNATAKA,577201,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-YV4X6QSRBRG62,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ILWGDKTQOJRNA,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
408-7455733-4141122,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3798,JNE3798-KR-S,Western Dress,S,B09SDXPCRB,Shipped,1,USD,0.0,HYDERABAD,TELANGANA,500090,IN,No-Promo,False,Others
408-7665107-4377912,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3864,JNE3864-TU-XXL,Top,XXL,B09RMWR69M,Shipped,1,USD,6.5889999999999995,FARIDABAD,HARYANA,121008,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
403-8181333-6337961,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3483,JNE3483-KR-XL,kurta,XL,B08HHJRDY9,Shipped,2,USD,7.9639999999999995,COIMBATORE,TAMIL NADU,641032,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-3221775-0021111,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3265,JNE3265-KR-S,kurta,S,B07R52BR8Q,Shipped,1,USD,3.4979999999999998,MATHURA,UTTAR PRADESH,281001,IN,No-Promo,False,Others
408-0630927-4306760,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,MEN5003,MEN5003-KR-XXXL,kurta,3XL,B08YZ45DTV,Shipped,1,USD,6.962999999999999,NOIDA,UTTAR PRADESH,201301,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-3386252-6450750,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,J0234,J0234-SKD-XS,Set,XS,B08WHWD23Z,Shipped,1,USD,12.396999999999998,CHENNAI,TAMIL NADU,600078,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
407-4170663-8608345,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,J0113,J0113-TP-M,Top,M,B08V19JZ2F,Shipped,1,USD,8.338,KOTTAYAM,KERALA,686002,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
403-0486673-0022768,2022-06-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-M,Western Dress,M,B09SDXTRS9,Shipped,1,USD,8.084999999999999,COIMBATORE,TAMIL NADU,641032,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant SS-1640596961008,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-YV4X6QSRBRG62,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ILWGDKTQOJRNA,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
408-6738920-0766732,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,J0285,J0285-SKD-L,Set,L,B08QGHTFWF,Shipped,1,USD,0.0,BHIWANDI,MAHARASHTRA,421302,IN,No-Promo,False,Others
407-8824361-4296321,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3785,JNE3785-KR-M,kurta,M,B09K3T29DG,Shipped,1,USD,3.795,GUWAHATI,ASSAM,781017,IN,No-Promo,False,Others
403-9371826-1246711,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,SET310,SET310-KR-NP-XXXL,Set,3XL,B09RKDH8RL,Shipped,1,USD,10.988999999999999,Dombivli West,MAHARASHTRA,421202,IN,No-Promo,False,Others
403-2916133-1575554,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,SET394,SET394-KR-NP-XXXL,Set,3XL,B09TH6R8K4,Shipped,1,USD,12.056,Dombivli West,MAHARASHTRA,421202,IN,No-Promo,False,Others
403-1145294-3240319,2022-06-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET401,SET401-KR-NP-XXXL,Set,3XL,B09VC71N98,Shipped,1,USD,10.988999999999999,Dombivli West,MAHARASHTRA,421202,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-YV4X6QSRBRG62,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ILWGDKTQOJRNA,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
403-0117680-5752349,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,SET359,SET359-KR-NP-XXXL,Set,3XL,B09RKDK9P1,Shipped,1,USD,9.889,Dombivli West,MAHARASHTRA,421202,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
407-7365677-1582702,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,PJNE3368,PJNE3368-KR-5XL,kurta,5XL,B09PYKDYZ3,Shipped,1,USD,9.559,MUMBAI,MAHARASHTRA,400080,IN,No-Promo,False,Others
407-1651966-5085932,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,PJNE3399,PJNE3399-KR-N-5XL,kurta,5XL,B09LD4YZCR,Shipped,1,USD,8.36,MUMBAI,MAHARASHTRA,400080,IN,No-Promo,False,Others
171-1644912-8434731,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,MEN5029,MEN5029-KR-L,kurta,L,B08YZ2SBPM,Shipped,1,USD,6.875,Halisahar,WEST BENGAL,743135,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
171-7891929-1855507,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,J0400,J0400-DR-XL,Western Dress,XL,B09SDY5W8F,Shipped,1,USD,9.449,Bangalore,KARNATAKA,560102,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
407-8490981-8402717,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,MEN5029,MEN5029-KR-S,kurta,S,B08YZ3FBFL,Shipped,1,USD,6.875,New Delhi,DELHI,110096,IN,No-Promo,False,Others
402-7718836-8735503,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Shipped,1,USD,6.984999999999999,BENGALURU,KARNATAKA,560001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-8141278-8391538,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,SET281,SET281-KR-PP-XXL,Set,XXL,B0983G9Z9T,Shipped,1,USD,5.489,COIMBATORE,TAMIL NADU,641006,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
171-3766698-9169124,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3785,JNE3785-KR-XL,kurta,XL,B09K3T4SBH,Cancelled,0,USD,6.6659999999999995,Coimbatore,TAMIL NADU,641025,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
171-3766698-9169124,2022-06-16,Shipped,Amazon,Amazon.in,Expedited,JNE3887,JNE3887-KR-XL,kurta,XL,B09TZVXQ1J,Shipped,1,USD,5.786,Coimbatore,TAMIL NADU,641025,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
402-6482291-8372302,2022-06-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3461,JNE3461-KR-XXL,kurta,XXL,B08B3XF5MH,Shipped,1,USD,4.388999999999999,Khammam,TELANGANA,507002,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-YV4X6QSRBRG62,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-5QNBXTEQWGXOW,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ILWGDKTQOJRNA,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
405-1464338-2977104,2022-06-16,Cancelled,Amazon,Amazon.in,Expedited,JNE3739,JNE3739-KR-L,kurta,L,B099FC39QH,Cancelled,0,USD,6.6659999999999995,NEW DELHI,DELHI,110063,IN,No-Promo,False,Others
407-3747845-6910755,2022-06-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0299,J0299-KR-M,kurta,M,B099F9NCKZ,Shipped,1,USD,3.795,PIMPRI CHINCHWAD,MAHARASHTRA,411027,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-YV4X6QSRBRG62,Amazon PLCC Free-Financing Universal Merchant AAT-5QNBXTEQWGXOW,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ILWGDKTQOJRNA,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
408-1518065-5037938,2022-06-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET415,SET415-KR-NP-XL,Set,XL,B09Y3H1NHQ,Shipped,1,USD,0.0,VISAKHAPATNAM,ANDHRA PRADESH,530043,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-YV4X6QSRBRG62,Amazon PLCC Free-Financing Universal Merchant AAT-ILWGDKTQOJRNA,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",False,Easy Ship
405-2403694-1380345,2022-06-16,Cancelled,Amazon,Amazon.in,Expedited,J0118,J0118-TP-M,Top,M,B08N44NG72,Unshipped,1,USD,7.622999999999999,BENGALURU,KARNATAKA,560068,IN,No-Promo,False,Others
403-5156572-5635521,2022-06-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3900,JNE3900-KR-A-XXL,kurta,XXL,B0B3MZY63X,Shipped,1,USD,6.401999999999999,MUMBAI,MAHARASHTRA,400093,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-YV4X6QSRBRG62,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ILWGDKTQOJRNA,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,VPC-44571-44201770 Coupon,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
408-8720404-6241150,2022-06-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,USD,12.793,PUNE,MAHARASHTRA,411046,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-YV4X6QSRBRG62,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ILWGDKTQOJRNA,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
